step,time,U1_A,U1_B,U1_C,I1_A,I1_B,I1_C,abs(U1_A),abs(U1_B),abs(U1_C),abs(I1_A),abs(I1_B),abs(I1_C),abs(3U0),abs(3I0),ovcp(1),ovcp(2),zccp(1),zccp(1)
3112,0.778,0,9.13545,-1.04528,1.37819,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3113,0.77825,0,8.78817,-0.261769,0.99684,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3114,0.7785,0,8.38671,0.52336,0.609347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3115,0.77875,0,7.93353,1.30526,0.218097,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3116,0.779,0,7.43145,2.07912,-0.174497,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3117,0.77925,0,6.88355,2.84015,-0.566016,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3118,0.7795,0,6.2932,3.58368,-0.954045,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3119,0.77975,0,5.66406,4.30511,-1.33619,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3120,0.78,0,5,5,-1.7101,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3121,0.78025,0,4.30511,5.66406,-2.07347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3122,0.7805,0,3.58368,6.2932,-2.42405,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3123,0.78075,0,2.84015,6.88355,-2.75968,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3124,0.781,0,2.07912,7.43145,-3.07831,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3125,0.78125,0,1.30526,7.93353,-3.37795,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3126,0.7815,0,0.52336,8.38671,-3.65677,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3127,0.78175,0,-0.261769,8.78817,-3.91304,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3128,0.782,0,-1.04528,9.13545,-4.14519,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3129,0.78225,0,-1.82236,9.42641,-4.35178,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3130,0.7825,0,-2.58819,9.65926,-4.53154,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3131,0.78275,0,-3.33807,9.83255,-4.68336,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3132,0.783,0,-4.06737,9.94522,-4.80631,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3133,0.78325,0,-4.77159,9.99657,-4.89962,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3134,0.7835,0,-5.44639,9.9863,-4.96273,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3135,0.78375,0,-6.08761,9.91445,-4.99524,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3136,0.784,0,-6.69131,9.78148,-4.99695,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3137,0.78425,0,-7.25374,9.5882,-4.96786,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3138,0.7845,0,-7.77146,9.3358,-4.90814,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3139,0.78475,0,-8.24126,9.02585,-4.81815,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3140,0.785,0,-8.66025,8.66025,-4.69846,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3141,0.78525,0,-9.02585,8.24126,-4.54981,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3142,0.7855,0,-9.3358,7.77146,-4.3731,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3143,0.78575,0,-9.5882,7.25374,-4.16943,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3144,0.786,0,-9.78148,6.69131,-3.94005,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3145,0.78625,0,-9.91445,6.08761,-3.68639,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3146,0.7865,0,-9.9863,5.44639,-3.40999,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3147,0.78675,0,-9.99657,4.77159,-3.11257,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3148,0.787,0,-9.94522,4.06737,-2.79596,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3149,0.78725,0,-9.83255,3.33807,-2.46212,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3150,0.7875,0,-9.65926,2.58819,-2.11309,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3151,0.78775,0,-9.42641,1.82236,-1.75104,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3152,0.788,0,-9.13545,1.04528,-1.37819,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3153,0.78825,0,-8.78817,0.261769,-0.99684,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3154,0.7885,0,-8.38671,-0.52336,-0.609347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3155,0.78875,0,-7.93353,-1.30526,-0.218097,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3156,0.789,0,-7.43145,-2.07912,0.174497,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3157,0.78925,0,-6.88355,-2.84015,0.566016,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3158,0.7895,0,-6.2932,-3.58368,0.954045,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3159,0.78975,0,-5.66406,-4.30511,1.33619,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3160,0.79,0,-5,-5,1.7101,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3161,0.79025,0,-4.30511,-5.66406,2.07347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3162,0.7905,0,-3.58368,-6.2932,2.42405,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3163,0.79075,0,-2.84015,-6.88355,2.75968,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3164,0.791,0,-2.07912,-7.43145,3.07831,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3165,0.79125,0,-1.30526,-7.93353,3.37795,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3166,0.7915,0,-0.52336,-8.38671,3.65677,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3167,0.79175,0,0.261769,-8.78817,3.91304,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3168,0.792,0,1.04528,-9.13545,4.14519,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3169,0.79225,0,1.82236,-9.42641,4.35178,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3170,0.7925,0,2.58819,-9.65926,4.53154,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3171,0.79275,0,3.33807,-9.83255,4.68336,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3172,0.793,0,4.06737,-9.94522,4.80631,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3173,0.79325,0,4.77159,-9.99657,4.89962,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3174,0.7935,0,5.44639,-9.9863,4.96273,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3175,0.79375,0,6.08761,-9.91445,4.99524,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3176,0.794,0,6.69131,-9.78148,4.99695,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3177,0.79425,0,7.25374,-9.5882,4.96786,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3178,0.7945,0,7.77146,-9.3358,4.90814,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3179,0.79475,0,8.24126,-9.02585,4.81815,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3180,0.795,0,8.66025,-8.66025,4.69846,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3181,0.79525,0,9.02585,-8.24126,4.54981,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3182,0.7955,0,9.3358,-7.77146,4.3731,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3183,0.79575,0,9.5882,-7.25374,4.16943,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3184,0.796,0,9.78148,-6.69131,3.94005,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3185,0.79625,0,9.91445,-6.08761,3.68639,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3186,0.7965,0,9.9863,-5.44639,3.40999,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3187,0.79675,0,9.99657,-4.77159,3.11257,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3188,0.797,0,9.94522,-4.06737,2.79596,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3189,0.79725,0,9.83255,-3.33807,2.46212,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3190,0.7975,0,9.65926,-2.58819,2.11309,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3191,0.79775,0,9.42641,-1.82236,1.75104,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3192,0.798,0,9.13545,-1.04528,1.37819,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3193,0.79825,0,8.78817,-0.261769,0.99684,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3194,0.7985,0,8.38671,0.52336,0.609347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3195,0.79875,0,7.93353,1.30526,0.218097,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3196,0.799,0,7.43145,2.07912,-0.174497,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3197,0.79925,0,6.88355,2.84015,-0.566016,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3198,0.7995,0,6.2932,3.58368,-0.954045,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3199,0.79975,0,5.66406,4.30511,-1.33619,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3200,0.8,0,5,5,-1.7101,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3201,0.80025,0,4.30511,5.66406,-2.07347,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3202,0.8005,0,3.58368,6.2932,-2.42405,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3203,0.80075,0,2.84015,6.88355,-2.75968,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3204,0.801,0,2.07912,7.43145,-3.07831,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3205,0.80125,0,1.30526,7.93353,-3.37795,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3206,0.8015,0,0.52336,8.38671,-3.65677,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3207,0.80175,0,-0.261769,8.78817,-3.91304,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3208,0.802,0,-1.04528,9.13545,-4.14519,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3209,0.80225,0,-1.82236,9.42641,-4.35178,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3210,0.8025,0,-2.58819,9.65926,-4.53154,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3211,0.80275,0,-3.33807,9.83255,-4.68336,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3212,0.803,0,-4.06737,9.94522,-4.80631,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3213,0.80325,0,-4.77159,9.99657,-4.89962,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3214,0.8035,0,-5.44639,9.9863,-4.96273,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3215,0.80375,0,-6.08761,9.91445,-4.99524,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3216,0.804,0,-6.69131,9.78148,-4.99695,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3217,0.80425,0,-7.25374,9.5882,-4.96786,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3218,0.8045,0,-7.77146,9.3358,-4.90814,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3219,0.80475,0,-8.24126,9.02585,-4.81815,0,0,0,10,10,5,0,0,10,5,1,1,1,1
3220,0.805,0,5,5,-1.7101,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3221,0.80525,0,4.30511,5.66406,-2.07347,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3222,0.8055,0,3.58368,6.2932,-2.42405,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3223,0.80575,0,2.84015,6.88355,-2.75968,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3224,0.806,0,2.07912,7.43145,-3.07831,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3225,0.80625,0,1.30526,7.93353,-3.37795,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3226,0.8065,0,0.52336,8.38671,-3.65677,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3227,0.80675,0,-0.261769,8.78817,-3.91304,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3228,0.807,0,-1.04528,9.13545,-4.14519,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3229,0.80725,0,-1.82236,9.42641,-4.35178,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3230,0.8075,0,-2.58819,9.65926,-4.53154,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3231,0.80775,0,-3.33807,9.83255,-4.68336,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3232,0.808,0,-4.06737,9.94522,-4.80631,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3233,0.80825,0,-4.77159,9.99657,-4.89962,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3234,0.8085,0,-5.44639,9.9863,-4.96273,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3235,0.80875,0,-6.08761,9.91445,-4.99524,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3236,0.809,0,-6.69131,9.78148,-4.99695,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3237,0.80925,0,-7.25374,9.5882,-4.96786,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3238,0.8095,0,-7.77146,9.3358,-4.90814,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3239,0.80975,0,-8.24126,9.02585,-4.81815,0,0,0,6.75837,10.142,4.9762,0,0,7.36164,4.9762,1,1,1,1
3240,0.81,0,5,5,-1.7101,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3241,0.81025,0,4.30511,5.66406,-2.07347,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3242,0.8105,0,3.58368,6.2932,-2.42405,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3243,0.81075,0,2.84015,6.88355,-2.75968,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3244,0.811,0,2.07912,7.43145,-3.07831,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3245,0.81125,0,1.30526,7.93353,-3.37795,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3246,0.8115,0,0.52336,8.38671,-3.65677,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3247,0.81175,0,-0.261769,8.78817,-3.91304,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3248,0.812,0,-1.04528,9.13545,-4.14519,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3249,0.81225,0,-1.82236,9.42641,-4.35178,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3250,0.8125,0,-2.58819,9.65926,-4.53154,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3251,0.81275,0,-3.33807,9.83255,-4.68336,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3252,0.813,0,-4.06737,9.94522,-4.80631,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3253,0.81325,0,-4.77159,9.99657,-4.89962,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3254,0.8135,0,-5.44639,9.9863,-4.96273,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3255,0.81375,0,-6.08761,9.91445,-4.99524,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3256,0.814,0,-6.69131,9.78148,-4.99695,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3257,0.81425,0,-7.25374,9.5882,-4.96786,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3258,0.8145,0,-7.77146,9.3358,-4.90814,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3259,0.81475,0,-8.24126,9.02585,-4.81815,0,0,0,4.94321,5.15756,2.76346,0,0,1.30143,2.76346,0,0,1,1
3260,0.815,0,5,5,-1.7101,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3261,0.81525,0,4.30511,5.66406,-2.07347,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3262,0.8155,0,3.58368,6.2932,-2.42405,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3263,0.81575,0,2.84015,6.88355,-2.75968,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3264,0.816,0,2.07912,7.43145,-3.07831,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3265,0.81625,0,1.30526,7.93353,-3.37795,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3266,0.8165,0,0.52336,8.38671,-3.65677,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3267,0.81675,0,-0.261769,8.78817,-3.91304,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3268,0.817,0,-1.04528,9.13545,-4.14519,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3269,0.81725,0,-1.82236,9.42641,-4.35178,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3270,0.8175,0,-2.58819,9.65926,-4.53154,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3271,0.81775,0,-3.33807,9.83255,-4.68336,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3272,0.818,0,-4.06737,9.94522,-4.80631,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3273,0.81825,0,-4.77159,9.99657,-4.89962,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3274,0.8185,0,-5.44639,9.9863,-4.96273,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3275,0.81875,0,-6.08761,9.91445,-4.99524,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3276,0.819,0,-6.69131,9.78148,-4.99695,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3277,0.81925,0,-7.25374,9.5882,-4.96786,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3278,0.8195,0,-7.77146,9.3358,-4.90814,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3279,0.81975,0,-8.24126,9.02585,-4.81815,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3280,0.82,0,5,5,-1.7101,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3281,0.82025,0,4.30511,5.66406,-2.07347,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3282,0.8205,0,3.58368,6.2932,-2.42405,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3283,0.82075,0,2.84015,6.88355,-2.75968,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3284,0.821,0,2.07912,7.43145,-3.07831,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3285,0.82125,0,1.30526,7.93353,-3.37795,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3286,0.8215,0,0.52336,8.38671,-3.65677,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3287,0.82175,0,-0.261769,8.78817,-3.91304,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3288,0.822,0,-1.04528,9.13545,-4.14519,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3289,0.82225,0,-1.82236,9.42641,-4.35178,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3290,0.8225,0,-2.58819,9.65926,-4.53154,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3291,0.82275,0,-3.33807,9.83255,-4.68336,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3292,0.823,0,-4.06737,9.94522,-4.80631,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3293,0.82325,0,-4.77159,9.99657,-4.89962,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3294,0.8235,0,-5.44639,9.9863,-4.96273,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3295,0.82375,0,-6.08761,9.91445,-4.99524,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3296,0.824,0,-6.69131,9.78148,-4.99695,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3297,0.82425,0,-7.25374,9.5882,-4.96786,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3298,0.8245,0,-7.77146,9.3358,-4.90814,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3299,0.82475,0,-8.24126,9.02585,-4.81815,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3300,0.825,0,5,5,-1.7101,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3301,0.82525,0,4.30511,5.66406,-2.07347,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3302,0.8255,0,3.58368,6.2932,-2.42405,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3303,0.82575,0,2.84015,6.88355,-2.75968,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3304,0.826,0,2.07912,7.43145,-3.07831,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3305,0.82625,0,1.30526,7.93353,-3.37795,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3306,0.8265,0,0.52336,8.38671,-3.65677,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3307,0.82675,0,-0.261769,8.78817,-3.91304,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3308,0.827,0,-1.04528,9.13545,-4.14519,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3309,0.82725,0,-1.82236,9.42641,-4.35178,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3310,0.8275,0,-2.58819,9.65926,-4.53154,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3311,0.82775,0,-3.33807,9.83255,-4.68336,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3312,0.828,0,-4.06737,9.94522,-4.80631,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3313,0.82825,0,-4.77159,9.99657,-4.89962,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3314,0.8285,0,-5.44639,9.9863,-4.96273,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3315,0.82875,0,-6.08761,9.91445,-4.99524,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3316,0.829,0,-6.69131,9.78148,-4.99695,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3317,0.82925,0,-7.25374,9.5882,-4.96786,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3318,0.8295,0,-7.77146,9.3358,-4.90814,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3319,0.82975,0,-8.24126,9.02585,-4.81815,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3320,0.83,0,5,5,-1.7101,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3321,0.83025,0,4.30511,5.66406,-2.07347,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
3322,0.8305,0,3.58368,6.2932,-2.42405,0,0,0,5.92872e-15,5.21942e-14,9.44249e-15,0,0,4.69835e-14,9.44249e-15,0,0,0,0
